IMG_1403,54.5121362,-2.7520125,344.17
IMG_1404,54.5119682,-2.7523497,340.21
IMG_1405,54.51173945,-2.7527774,343.52
IMG_1406,54.5115539,-2.7531721,345.62
IMG_1407,54.51127,-2.7535408,347.85
IMG_1408,54.5111426,-2.7540046,349.35
IMG_1409,54.5109256,-2.7544157,347.03
IMG_1410,54.5104999633,-2.755209345,350.1
IMG_1411,54.5103922,-2.7557115,351.25
IMG_1412,54.5100723,-2.7561197,350.41
IMG_1413,54.5098425,-2.7565611,351.4
IMG_1414,54.5096294,-2.7570267,350.54
IMG_1415,54.5094512,-2.7574351,350.66
IMG_1416,54.5092593,-2.7578775,348.35
IMG_1417,54.5090622,-2.7582823,343.42
IMG_1418,54.5088549,-2.758666,346.43
IMG_1419,54.5086824,-2.7590287,346.74
IMG_1420,54.5084863,-2.7594795,347.16
IMG_1421,54.5082566,-2.75981205,344.2
IMG_1422,54.5080809,-2.7604371,344.3
IMG_1423,54.5078783,-2.7607204,340.57
IMG_1424,54.5076655,-2.7611663,341.46
IMG_1425,54.5073027,-2.7604233,340.97
IMG_1426,54.507858,-2.7592724,342.94
IMG_1427,54.5082914,-2.7585894,340.66
IMG_1428,54.5085725,-2.7580071,338.63
IMG_1429,54.5091696333,-2.7567953889,342.78
IMG_1430,54.509421,-2.756356,339.3
IMG_1431,54.5096478,-2.7556722,340.34
IMG_1432,54.5099232,-2.7551831,342.65
IMG_1433,54.5101685,-2.75476595,340.02
IMG_1434,54.5106967,-2.753715,343.76
IMG_1435,54.5109209,-2.7531271,341.28
IMG_1436,54.5114612,-2.7521056,351.12
IMG_1437,54.51179255,-2.7515996,350.76
IMG_1438,54.5114212,-2.7511488,344.65
IMG_1439,54.5112439,-2.7515588,347.73
IMG_1440,54.5110965,-2.7520291,347.63
IMG_1441,54.510756,-2.75274745,348.7
IMG_1442,54.5104419,-2.7530027,342.59
IMG_1443,54.510019,-2.7539503,348.82
IMG_1444,54.5099012,-2.7543328,347.82
IMG_1445,54.5097122,-2.754766,350.06
IMG_1446,54.5095318,-2.755168,349.67
IMG_1447,54.5093166,-2.7555149,344.79
IMG_1448,54.509154,-2.7558996,347.99
IMG_1449,54.5088891,-2.7563222,348.12
IMG_1450,54.5087129,-2.7567855,348.8
IMG_1451,54.5085229,-2.757208,343.65
IMG_1452,54.5083201,-2.7575643,345.51
IMG_1453,54.5081025,-2.7578540667,341.08
IMG_1454,54.507906,-2.7582459,341.2
IMG_1455,54.5076848,-2.7586017,341.22
IMG_1456,54.5075574,-2.7591058,343.63
IMG_1457,54.5073404,-2.7594422,342.78
IMG_1458,54.507055,-2.7598794,341.55
IMG_1459,54.5066810846,-2.7594173231,348.38
IMG_1460,54.5070171944,-2.7587105889,350.82
IMG_1461,54.5072513,-2.7582971,346.08
IMG_1462,54.507439925,-2.75785015,344.34
IMG_1463,54.5076305,-2.7574558,339.19
IMG_1464,54.5081001,-2.75662775,338.81
IMG_1465,54.5084759,-2.7559066,341.85
IMG_1466,54.5087822,-2.7552707,342
IMG_1467,54.5092122,-2.7544316,339.15
IMG_1468,54.50955,-2.7537175,342.84
IMG_1469,54.5098327,-2.753104,341.83
IMG_1470,54.5100408,-2.752598,340.92
IMG_1471,54.5103658,-2.7520368,340.72
IMG_1472,54.5106099,-2.7515947,340.8
IMG_1473,54.5108254,-2.7509851,341.26
IMG_1474,54.5107779,-2.7502021,344.59
IMG_1475,54.5105207,-2.7505877,350
IMG_1476,54.5103046,-2.7510182,347.94
IMG_1477,54.5101132,-2.7513837,347.11
IMG_1478,54.5099573,-2.7517845,347.89
IMG_1479,54.5098044,-2.7521298,346.55
IMG_1480,54.5095585,-2.75246565,340.91
IMG_1481,54.5093864,-2.7527654,340.94
IMG_1482,54.511413,-2.7502736,347.61
IMG_1483,54.511226,-2.7506322,346.44
IMG_1484,54.5110403,-2.7509679,352.39
IMG_1485,54.5108865,-2.751401,349.58
IMG_1486,54.5106481,-2.7518415,348.79
IMG_1487,54.5104695,-2.7522263,350.16
IMG_1488,54.5102612,-2.7525387,355.03
IMG_1489,54.5100003,-2.753002,353.55
IMG_1490,54.5097939,-2.7533955,347.99
IMG_1491,54.5096316,-2.7537226,346.48
IMG_1492,54.5113992,-2.7502755,345.92
IMG_1493,54.5112602,-2.7506845,347.89
IMG_1494,54.51106,-2.75107015,352.17
IMG_1495,54.510847,-2.75149,353.78
IMG_1496,54.5105751,-2.7519683,354.69
IMG_1497,54.5102778,-2.7523381,348.2
IMG_1498,54.5101629,-2.7527296,342.98
IMG_1499,54.510028,-2.7532691,341.55
IMG_1500,54.509605,-2.7540647,343.12
IMG_1501,54.5094681,-2.7544091,349.51
IMG_1502,54.5092464,-2.7547265,348.99
IMG_1503,54.5090563,-2.7550741,350.74
IMG_1504,54.5089267,-2.7554829,347.37
IMG_1505,54.5087281,-2.7557831,345.42
IMG_1506,54.5085434,-2.7561537,341.62
IMG_1507,54.5079926,-2.7571179,350.75
IMG_1508,54.5078045,-2.7574772,343.61
IMG_1509,54.5076023,-2.7580369,342.7
IMG_1510,54.5074209,-2.7584096,344.22
IMG_1511,54.5072265,-2.758696,347.67
IMG_1512,54.5070619,-2.759089,356.46
IMG_1513,54.5068668,-2.7594755,352.42
IMG_1514,54.5066521,-2.7598676,347.21
IMG_1515,54.5064695,-2.76027785,343.41
IMG_1516,54.5062477,-2.759539,346.24
IMG_1517,54.5064736,-2.7589325,344.15
IMG_1518,54.5067813,-2.7583498,341.24
IMG_1519,54.5071965,-2.7575176,343.34
IMG_1520,54.5075083,-2.7570142,340.23
IMG_1521,54.50789,-2.7562919,344.54
IMG_1522,54.508162,-2.7557186,345.58
IMG_1523,54.5089308,-2.7540431,345.53
IMG_1524,54.5091974,-2.753379,342.6
IMG_1525,54.5095547,-2.7527928,350.2
IMG_1526,54.5097876,-2.7523257,347.61
IMG_1527,54.5099526,-2.751873,345.02
IMG_1528,54.5102068,-2.7513346,341.58
IMG_1529,54.5104614,-2.7509774,343.59
IMG_1530,54.510633,-2.7505892,345.02
IMG_1531,54.5108368,-2.7501951,344.34
IMG_1532,54.5110232,-2.7498392,347.19
IMG_1533,54.5107671,-2.7494072,351.19
IMG_1534,54.5104742,-2.7497539,355.99
IMG_1535,54.5102862,-2.750098,353.07
IMG_1536,54.510107,-2.7505574,346.97
IMG_1537,54.5099338,-2.7509049,345.14
IMG_1538,54.5097763,-2.7513265,349.54
