IMG_1539,54.5096194,-2.75169,356.46
IMG_1540,54.5094149,-2.7519928,350.57
IMG_1541,54.5092706,-2.7522936,345.79
IMG_1542,54.5089454,-2.7529944,353.54
IMG_1543,54.5087236,-2.7533256,351.86
IMG_1544,54.5085527,-2.7537029,354.19
IMG_1545,54.5083219,-2.7540627,348.49
IMG_1546,54.5114363,-2.7502227,340.12
IMG_1547,54.5112878,-2.7506509,345.11
IMG_1548,54.5108893,-2.7513432,348.37
IMG_1549,54.510581,-2.7517961,349.21
IMG_1550,54.5103747,-2.752427,350.05
IMG_1551,54.5100121,-2.7529816,349.22
IMG_1552,54.5097735,-2.7535763,350.98
IMG_1553,54.5095965,-2.7542356,346.86
IMG_1554,54.5090612,-2.755051,349.66
IMG_1555,54.5087796,-2.7554938,345.42
IMG_1556,54.5086354,-2.7560101,345.8
IMG_1557,54.508401,-2.7564755,348.19
IMG_1558,54.5081399,-2.7568259,345.49
IMG_1559,54.5079626,-2.7573391,346.04
IMG_1560,54.5077031,-2.7577295,348.71
IMG_1561,54.5075234,-2.7582593,352.51
IMG_1562,54.5070996,-2.7590582,344.74
IMG_1563,54.5068231,-2.7595476,346.58
IMG_1564,54.5065526,-2.7600922,345.48
IMG_1565,54.5063102658,-2.7594281395,347.18
IMG_1566,54.5065321826,-2.7589224304,347.54
IMG_1567,54.5067374,-2.7583481,347.8
IMG_1568,54.5072182,-2.7574514,344.92
IMG_1569,54.5075296,-2.756931,348.17
IMG_1570,54.5078746,-2.7562308,345.97
IMG_1571,54.5081568,-2.7556837,344.54
IMG_1572,54.5083836,-2.7551071,346.57
IMG_1573,54.5086133,-2.7545806,347.25
IMG_1574,54.5088959,-2.7541721,348.35
IMG_1575,54.5091454,-2.7536486,351.64
IMG_1576,54.5093682,-2.7530832,348.75
IMG_1577,54.509704,-2.752524,345.72
IMG_1578,54.5100042,-2.7519631,345.18
IMG_1579,54.5102349,-2.7514097,344.8
IMG_1580,54.5104595,-2.7508026,344.95
IMG_1581,54.5107868,-2.7501109,347.16
IMG_1582,54.5110076,-2.7497082,344.81
IMG_1583,54.5107008,-2.7492148,349.7
IMG_1584,54.5105405,-2.7496583,347.05
IMG_1585,54.5103176,-2.7501139,344.8
IMG_1586,54.5101429,-2.7505888,347.82
IMG_1587,54.5099495,-2.7509751,347.92
IMG_1588,54.5097696,-2.7514227,348.73
IMG_1589,54.5095684,-2.7518051,347.98
IMG_1590,54.5093526,-2.7521947,346.66
IMG_1591,54.5091214,-2.7525609,347.98
IMG_1592,54.5089418,-2.7529508,350.18
IMG_1593,54.5087512,-2.7534388,351.85
IMG_1594,54.5085158,-2.7537972,344.11
IMG_1595,54.5083512,-2.7542177,344.94
IMG_1596,54.5081575,-2.7546029,345.7
IMG_1597,54.50794075,-2.7549314,349.27
IMG_1598,54.5077238,-2.7554358,352.01
IMG_1599,54.5074981,-2.7558452,351.13
IMG_1600,54.5072831,-2.756217,349
IMG_1601,54.5071357,-2.7566752,344.39
IMG_1602,54.5069601,-2.7571125,346.68
IMG_1603,54.5067287,-2.7574596,345.05
IMG_1604,54.5065401,-2.7577736,342.54
IMG_1605,54.5063834,-2.7582168,348.11
IMG_1606,54.5061627,-2.7586067,343.38
IMG_1607,54.50600082,-2.75908468,344.41
IMG_1608,54.50556,-2.7584277,345.42
IMG_1609,54.505805,-2.7579024,346.31
IMG_1610,54.5060565,-2.7573979,343.96
IMG_1611,54.5063202375,-2.7569593875,341.98
IMG_1612,54.506524,-2.7564589,344.17
IMG_1613,54.506779,-2.7560463,346.61
IMG_1614,54.50707798,-2.75562224,348.33
IMG_1615,54.507373,-2.7549731,348
IMG_1616,54.50768665,-2.75435995,353.6
IMG_1617,54.5080593,-2.7533345,350.89
IMG_1618,54.5085749,-2.7524835,347.83
